imie;nazwisko;miasto;ulica;nr;mieszkanie;data_ur;pesel
Adam;HASHYN;Zarzecze;ulica Bogunki;78;88;05.09.1963;63090544840
Adam;CEMENS;Morgi;Aleja Wincentego Witosa;38;13;04.03.1925;25030438822
Adam;ŚLIWIANY;Zdunów;ulica Śpiewu Ptaków;79;92;19.04.1949;49041960471
Marcelina;VASCONCELOS;Markowizna;ulica Bystra;42;79;08.11.1996;96110883085
Iga;BOURSON;Potoki;ulica Stefana Bobrowskiego;52;79;06.11.1967;67110651210
Anna;STASIEWICZ;Brzeziak;ulica Wasilkowska;3;84;02.04.1972;72040216022
Zuzanna;GADACHIK;Kozylów;Trakt Napoleoński;84;72;11.12.1953;53121195493
Mateusz;DRACEWICZ;Ignaców;ulica Wiartel;95;98;02.11.1963;63110278124
Dawid;YEZOPOV;Krakówka;ulica Narcyzowa;90;47;22.11.1971;71112272440
Małgorzata;BANDELIUK;Chutkowice;ulica Leonidasa;46;95;16.06.1944;44061672937
Hubert;BUDNIEWSKI;Palowice;ulica Ramowa;31;77;05.07.1930;30070523044
Szymon;BABAJAN;Nowy Śmiecin;ulica Jadwigi Smosarskiej;72;86;23.02.1954;54022369001
Alan;VARYBRUS;Zajki;ulica Fromborska;84;33;19.07.1952;52071994192
Magdalena;KOTZYBIK;Restarzew Poduchowny;ulica Sikorska;74;45;02.08.1937;37080286496
Izabela;GRANIETZNA;Jastrzębia;ulica Pory;69;98;11.09.1987;87091166364
Tymoteusz;CHORONŻEWSKI;Osiniec;Skwer ks. Jana Salamuchy;25;34;22.01.1987;87012225419
Laura;ZEMBO;Pątczyce;ulica Szlachecka;92;6;27.06.1939;39062791659
Blanka;CHAHA;Izdebno Małe;ulica Batumi;27;73;01.10.1982;82100153670
Miłosz;YORK;Jezierzyce;ulica Zwardońska;59;4;23.09.1939;39092364815
Błażej;HILENBRAND;Podlesie;ulica Rezedowa;31;8;23.12.1978;78122392529
Iga;GORGADZE;Wały Kępskie;ulica Energetyczna;20;21;29.01.1944;44012924167
Nikodem;BILONENKO;Kąty;ulica Dominikańska;46;15;23.09.1968;68092349962
Zuzanna;SIKALSKA;Niwy;ulica Łuczek;24;60;23.11.1960;60112384525
Błażej;PARSZCZYŃSKI;Ogiernia;ulica Szymona Zimorowica;67;94;12.03.1922;22031250392
Aleksandra;NAJBERG;Kozina;ulica Teofila Lenartowicza;58;98;13.05.1971;71051364155
Antonina;WINSZ;Krzywda;ulica Wylotowa;95;40;06.10.1952;52100673583
Filip;SHEVCHYSHYN;Zielonka;ulica Łabiszyńska;1;45;03.08.1995;95080316025
Iga;LEBOCH;Wielgie;ulica Perlonowa;77;72;13.07.1965;65071359282
Miłosz;SKRZECZYŃSKI;Lublewko;Rondo gen. Augusta Emila Fieldorfa „Nila”;17;46;18.06.1971;71061818292
Zuzanna;BLONDELLE;Horodzisko;ulica Koniczynowa;58;19;28.06.1930;30062865282
Marcelina;FILIPIAK-KOWAL;Gielatowski;ulica Ludwika Michała Paca;55;100;04.03.1913;13030486751
Maciej;SYMBUŁA;Łążek;ulica Daglezji;19;22;03.06.1924;24060358619
Bartosz;LEBIDOWSKI;Włynkówko;ulica Słonki;67;99;02.11.1924;24110237589
Klaudia;PINDRAS;Moszczona Królewska;ulica Samowarowa;62;41;26.03.1962;62032692308
Emilia;RADEWICZ;Łęg;ulica Korzystna;29;19;12.03.1942;42031279868
Wiktor;KACZMARCZUK;Czerwonków-Osiedle;ulica Zawiślańska;11;97;08.06.1998;98060898605
Weronika;HADERER;Dźwierzno;Aleja Józefa Nojiego;32;46;10.01.1955;55011077097
Lena;FILO;Bułkowizna;ulica Giacomo Pucciniego;78;82;02.10.1936;36100288823
Lena;KANAFARSKA;Grobla;ulica Zaolziańska;37;36;17.06.1944;44061710241
Paulina;PRZYŻYCKA;Ogrody;ulica Życzyńska;70;98;06.02.1918;18020620078
Maja;ROGALSKA-NOWAK;Kały-Towarzystwo;ulica Olszowa;93;100;11.11.1923;23111155817
Nina;DADSI;Hucisko;ulica Przejazdowa;25;74;01.01.1932;32010151728
Kinga;SZEWCZYKOWSKI;Rozwadów;ulica Rzymska;13;49;30.01.1931;31013033538
Joanna;SERWACKA;Woleństwo;ulica Wiolonczeli;97;63;25.02.1989;89022528089
Oliwier;DĄBROWSKI-SADŁO;Łęczna;Skwer Wasyla Stusa;100;53;06.03.1932;32030651939
Gabriela;KHAMYTSKA;Strwiążek;ulica Baletowa;39;44;28.11.1965;65112815278
Maria;IKOWSKA-WALKOWIAK;Kunowo;ulica Władysława Skoczylasa;87;49;06.07.1983;83070630317
Liliana;VISHCHUN;Majdan;ulica Astry;86;39;27.10.1929;29102724978
Paweł;AMROZIAK;Nowa Wieś Grodziska;ulica Rozszerzona;97;12;11.09.1949;49091124897
Małgorzata;CHOŁODYN;Ośno;ulica Nowa;8;19;09.06.1906;06060985963
Adrian;PEDRYC;Górki;ulica Wejherowska;91;94;19.11.1945;45111953401
Oliwier;SINKEVYCH;Cimanie;ulica Dolna;60;50;14.11.1914;14111424655
Mikołaj;GŁUDKOWSKI;Zadnie Góry;ulica Modra;81;48;28.01.1945;45012837668
Błażej;DEMRYCH;Nowa Wieś;ulica Narocz;47;34;15.11.1912;12111543870
Hubert;HEI;Karcze;ulica Świdnicka;49;18;29.01.1950;50012986669
Marcin;MANIOWIEC;Dolnica;ulica Żużlowa;59;65;09.04.1917;17040946807
Adrian;CHECHELSKI;Zalesie;ulica Franciszka Bohomolca;79;90;07.07.1951;51070720995
Liliana;COUMONT;Jabłonowo-Zamek;Skwer Batalionu AK „Zaremba-Piorun”;13;27;09.05.1929;29050980869
Izabela;JIRA;Żachta;ulica Dworcowa;24;56;19.06.2000;00061932286
Emilia;PRZELICKA;Sokołowo;ulica Czesława Tańskiego;92;8;16.01.1918;18011663325
Amelia;BRDYŁA;Ponikła;ulica Łanowa;82;37;03.07.1936;36070371415
Paweł;HYSKI;Sugajno;ulica Alka Dawidowskiego;37;55;13.09.1994;94091326439
Nikodem;KHRYSTYUK;Zagóra;ulica Jana Dantyszka;8;64;21.09.1956;56092130849
Magdalena;KOTLINOWSKA;Serwitory;ulica Bysławska;8;22;02.05.1994;94050266291
Nikola;PIECZYRAK-PISULIŃSKA;Milin;ulica Szymona Askenazego;32;48;11.02.1914;14021178515
Oliwier;CHANDRAŁA;Rzepisko;ulica Dudziarska;90;23;14.12.1914;14121435980
Paweł;STETZ;Wąsice;ulica Wyszkowska;98;18;12.05.1909;09051252758
Wiktoria;SZAWIKIN;Przywory;Pasaż Arnolda Szyfmana;17;82;06.02.1967;67020616140
Kinga;ZOZGORNIK;Oparczyska;ulica Ludwika Michała Paca;45;9;11.02.1977;77021168485
Gabriela;NIEMOŁOCZNOW;Trzy Chałupy;ulica Rakietników;5;73;22.07.1996;96072277372
Alicja;WERBOWA;Wichrowo;ulica Nurska;55;9;02.10.1994;94100250849
Tymon;HOŁDAŚ;Folwark;ulica Tristana;97;68;14.02.1983;83021429499
Dawid;KRUSHYNSKYI;Szczepańcowa;ulica Rychnowska;15;55;28.12.1984;84122861812
Alan;TICU;Brzezinki;ulica Czołowa;18;13;19.03.1952;52031982439
Patryk;MAMROSZ;Szczypiorno;ulica Gawronia;55;23;24.07.1974;74072440935
Leon;KRYNICKI;Lgota Leśna;ulica Piękna;25;49;11.08.1967;67081149005
Tymon;NIEDZIELAK;Graniczka;ulica Tadeusza Kościuszki;65;87;03.10.1991;91100326840
Kamil;NAUHARODSKI;Mielno;ulica Stanisława Staszica;27;76;06.12.1958;58120682903
Kamil;UCHLIK;Rychwałdek;ulica Wojciecha Oczki;70;27;20.11.1911;11112010151
Paweł;BUSIFI;Skalskie;ulica Kinowa;32;68;06.12.1906;06120696789
Liliana;HERNANDEZ MURA;Gostuń;ulica Piątkowska;57;57;11.07.1963;63071159091
Marcel;MELUA;Rzeczniówek;ulica Juliana Tuwima;67;45;23.04.1972;72042320571
Leon;LEWCZESZYN;Mierczyn;ulica Mochtyńska;92;27;02.10.1949;49100286624
Paulina;ÜNAL;Nowa Wieś Przywidzka;ulica Gnieźnieńska;42;89;05.12.1980;80120585320
Iga;KÄPPLER;Jabłoniewo;ulica Brzegowa;54;64;05.08.1927;27080579547
Michalina;MARHITYCH;Kresy;Rondo ppor. Feliksa Zaremby;24;66;22.08.1973;73082235733
Igor;NORĘBERG;Miśki;ulica Poligonowa;87;4;11.08.1924;24081153334
Kacper;DREWULSKI;Popowo-Huby;ulica Groszowicka;8;58;09.03.1955;55030925055
Amelia;ŚWIDECKA;Kosarzysko;ulica Topazowa;54;77;17.10.2000;00101738267
Gabriela;BENSAID;Sarnulki;ulica Szeroka;30;82;09.12.1963;63120915241
Nikola;SMUK-WOLAK;Miłkowska Kolonia;ulica Polnych Kwiatów;93;8;30.12.1932;32123063056
Bartosz;ZITRON;Nieznanowice;Skwer Seniora;79;31;10.12.1970;70121041762
Karolina;GOSTYŃSKA;Małyszówka;ulica Sowizdrzała;76;27;29.01.1939;39012910677
Krzysztof;SLIUZKO;Sukowate;ulica Ludwika Zamenhofa;5;30;22.04.1936;36042264383
Kinga;KUTWIŃSKA;Stara Kopernia;ulica Kędzierzyńska;82;55;27.01.1909;09012785394
Maksymilian;RIZUJANIS;Nowa Wieś;Rondo Geografów;6;48;11.05.1930;30051177584
Oliwier;BILTSEVICH;Węgliska;ulica Galopu;47;31;07.08.1994;94080743947
Maja;OLSZEWSKA-KUROWSKA;Ryn;ulica Lalki;10;4;30.08.1975;75083021399
Tomasz;PAŚNIKOWSKI;Mokrzec;ulica Dolna;56;98;26.03.1999;99032647461
Marta;TA TRI;Wierzbno;ulica Ciasna;61;12;14.04.1938;38041412747
Alicja;SIEMIONKOWICZ;Bykowska Polana;ulica Ostra;30;72;22.07.1953;53072215210
Natalia;WACHS;Lichtajny;ulica Kazimierza Gierdziejewskiego;88;17;24.01.1997;97012437885
Błażej;TSIRYK;Piaski;ulica Buszycka;38;55;19.03.1939;39031957607
Jagoda;WASICZEK;Stary Młyn;ulica Gocławska;54;2;30.02.1978;78023024466
Milena;HOŁODNIK;Jagodnica;ulica Zielonogórska;78;30;14.06.1979;79061490306
Julian;BEJANEK;Dwór;ulica Lotnicza;51;34;09.05.1957;57050966060
Oliwier;ŻYGADŁOWSKI;Smolniki Polskie;ulica Zodiakalna;57;17;11.02.1908;08021118472
Alicja;HAŚKE;Sudoły;ulica Łaziebna;80;95;03.06.1936;36060397707
Wojciech;ARCYZ;Osiny;ulica Łosia;16;96;18.01.1925;25011864359
Hubert;RUSANOWSKI;Wygoda;ulica Cisowa;92;54;10.02.1943;43021097800
Adam;BOJO;Poryte;ulica Szydłowiecka;1;46;06.01.1925;25010611382
Natalia;LAPUTSKA;Zalesie;ulica Wolbromska;65;23;11.03.1921;21031159661
Jakub;CIERPIAŁ;Olszewnica;ulica Oszczepników;92;76;27.04.1914;14042756814
Alicja;ZAZDŻYK;Pionki;ulica Sławkowska;91;87;16.09.1937;37091671956
Hanna;CHHINA;Jakubowo;ulica Wilhelma Konrada Roentgena;92;47;11.04.1907;07041118696
Joanna;KWOCZEK;Rózin;ulica Dębowa;19;24;05.05.1952;52050524634
Lena;LEŚKIW;Lubowicz-Kąty;ulica Romana Żulińskiego;71;90;02.11.1932;32110269178
Hanna;KARWOWSKA-BARTNIK;Wiśniewa-Kolonia;Aleja Andrzeja Bobkowskiego;95;17;10.04.1911;11041059788
Ignacy;SHALAMAI;Czekaj;ulica Paczkowska;23;64;19.05.1913;13051910919
Kamil;DAUKSZEWICZ;Pod Rypin;ulica Owoców Leśnych;62;19;19.10.1972;72101939649
Ksawery;IVASISHYN;Podgórki-Kolonia;ulica Ireny Kosmowskiej;87;95;03.03.1966;66030360011
Stanisław;PODKUL;Manie;ulica Przyczółkowa;78;95;14.10.1945;45101472555
Małgorzata;JANDACZEK;Szpital;ulica Obrońców Tobruku;39;46;13.09.1974;74091325902
Miłosz;GILAR;Sikorowizna;ulica Ławnicza;1;12;27.04.1935;35042714041
Wiktor;ISZCZAK;Na Granicy;ulica Uczonych;18;87;29.11.1998;98112958984
Szymon;MACZASEK;Przydawki;Skwer Żołnierzy Tułaczy;1;95;06.03.1928;28030687891
Michalina;RONG;Patoki;ulica Służewska;67;59;22.11.1925;25112214858
Oskar;STUROMSKI;Uskorz Wielki;ulica Pilicka;7;18;27.10.1923;23102730891
Antoni;SKRYNKOWICZ;Dąbrówka;ulica Granowska;98;45;18.02.1963;63021811434
Maria;ZABRZESKA;Egipt;ulica Gawędziarzy;38;55;10.03.1952;52031051080
Kornelia;WILT;Stary Młyn;ulica Krzysztofa Kamila Baczyńskiego;62;99;20.02.1951;51022031193
Dominika;SKROBOSIŃSKA;Wielka Strona;ulica Bocheńska;51;44;07.04.1992;92040717725
Laura;DZIWALSKA;Szmezdrowo;ulica Giacomo Pucciniego;44;91;30.03.1963;63033062213
Jagoda;KENSA;Kaleń Mała;ulica Jana Miklaszewskiego;79;28;01.10.1998;98100127808
Mikołaj;IZIEV;Kulówka;Rondo Zegarmistrza Gałeckiego;39;9;25.07.2000;00072554947
Łukasz;KRAJIŃSKI;Świątniki Małe;ulica Pod Brzozami;70;86;10.10.1959;59101080305
Hanna;NIEBRZYDOWSKI BRETO;Kąty;ulica Urszuli;67;68;13.12.1919;19121392242
Patrycja;LIGAJ;Zybertowo;ulica Linotypowa;14;28;23.12.1938;38122359381
Barbara;PAVLIK;Krogulec;ulica Listonoszy;45;79;13.10.1920;20101331411
Nikola;SIERANT-OLIWA;Stefanówka;ulica Bawełniana;46;38;06.09.1962;62090675707
Tymoteusz;KLUGOWSKI;Choszczówka Stojecka;ulica Kazimierza Brodzińskiego;35;66;03.04.1913;13040384211
Kacper;SAĞLAM;Stare Gołaszewo;ulica Bukowa;27;28;12.11.1922;22111221941
Julian;SLUSARSKI;Złota Góra;ulica Wełniana;15;53;13.03.1949;49031344066
Amelia;KAJNER;Wacławów;ulica Rychnowska;4;9;03.03.1977;77030334714
Karol;KRUM;Szwaby;ulica Icchoka Lejba Pereca;4;57;07.05.1934;34050735238
Amelia;CHOMĘTOWSKA;Szelibudy;Aleja Emila Wedla;93;93;16.05.1967;67051692622
Ignacy;VAS;Kieroniówka;ulica Władysława Niegolewskiego;60;89;29.11.1937;37112955795
Maciej;MANCZEW;Lipno;ulica Nagietkowa;12;92;16.10.1943;43101649927
Nikodem;KRUMINIS-ŁOZOWSKI;Kartowice;ulica Faustyna Czerwijowskiego;62;14;09.04.1932;32040992383
Ewa;OKHTYRSKA;Godziszów Drugi;ulica Kwitnąca;80;41;27.09.1950;50092761852
Bartosz;HUTAK;Gudlina;ulica Zachodnia;83;68;07.12.1940;40120727538
Wiktor;RUTSKI;Niebylec;ulica Pacholęca;84;57;11.02.2000;00021176243
Kinga;DRĂGHICI;Szałas;ulica ks. Ignacego Kłopotowskiego;42;62;09.04.1982;82040977521
Amelia;RÜDESHEIM;Nowa Wieś;Skwer Batalionu AK „Zaremba-Piorun”;71;80;09.07.1963;63070955596
Piotr;MAŁACHWIEJCZUK;Smykówko;ulica Erika Dahlbergha;30;76;09.06.1997;97060912370
Gabriela;BIAŁOCHLEB;Leopoldów;ulica Koźla;51;67;19.08.1941;41081929020
Nina;BOCHNIA;Stary Sącz;ulica Rdestowa;46;98;01.05.1941;41050177617
Franciszek;FĄDZIEL;Konopki-Jabłoń;ulica Włodzimierza Tetmajera;28;29;03.10.1951;51100326927
Błażej;CHRZĄSTEK-DUDEK;Chynów;ulica Krokusów;43;32;22.07.1985;85072264907
Julia;MERCHELSKA;Trzyrzeczki;ulica Ślimaka;35;9;16.04.1936;36041651362
Gabriel;BOLLAND;Ptasia;ulica Dojazdowa;24;75;24.05.1912;12052480305
Natalia;ZABORSKA;Mściszewo;ulica Rzeczycka;36;73;21.04.1974;74042166299
Hubert;ZAGOZDA;Jaworów;ulica Akermańska;95;85;01.03.1979;79030138900
Szymon;JORGENSEN;Chmielita;ulica Rąblowska;38;58;12.08.1926;26081233935
Weronika;BUREC;Tatar;ulica Rolna;31;55;15.06.1960;60061527348
Mikołaj;FIRSOWICZ;Łopatka;ulica Aleksandra Kamińskiego;49;87;13.06.1931;31061315350
Tymoteusz;WALEWACZ;Świątkówka;ulica Semaforowa;21;45;26.12.1927;27122696039
Michał;RADKEVYCH;Mutowo;ulica Klasztorna;30;10;28.11.1922;22112836165
Oliwier;WIERZCHOWIECKI;Góra;ulica Kartonowa;99;61;10.01.1917;17011067748
Blanka;PECIO;Sumin;ulica Anny German;59;60;14.07.1910;10071477996
Oliwier;JACHIMSKI;Stare Garbowo;ulica Borkowska;83;13;20.04.1963;63042023710
Marcel;WIRCHOMSKI;Szeląg;ulica Elizy Orzeszkowej;76;12;18.02.1979;79021884391
Błażej;NOZIŃSKI;Tylka;Skwer Willy'ego Brandta;81;12;30.12.1940;40123062716
Zuzanna;STUKAN;Bród Widawski;ulica Vincenza Belliniego;31;54;26.05.1934;34052630743
Alicja;KACZAŁEK;Michalszczyzna;ulica Józefa Mireckiego „Montwiłła”;24;81;05.08.1932;32080569029
Adam;ZGRZEBNIAK;Smerzyn;ulica Ludwika Idzikowskiego;29;34;19.06.1962;62061957921
Wiktoria;SKUBISZ;Markowa;ulica Marii Eleonory;56;15;26.11.1926;26112661733
Oliwia;OTROMBKE;Duże Łabno;Skwerek Berek;30;86;09.02.1914;14020935502
Emilia;FORDUBIŃSKA;Wola Chodkowska;ulica Świeradowska;55;37;14.05.1926;26051459724
Filip;WIEDEŃCZYK;Jakubowo;ulica Traktorzystki;76;67;26.03.1937;37032681817
Martyna;LEBOLD;Mikoszówka;ulica Anieli Krzywoń;33;3;08.03.1957;57030835499
Martyna;KOROBEJKO;Budki;ulica Bajońska;84;91;08.10.1986;86100863839
Emilia;PRASAL;Przewóz Stary;ulica Leopolda Staffa;71;6;20.07.1958;58072085561
Igor;BOHAYCHUK;Bobrownik;ulica Modrzewiowa;53;94;26.12.1935;35122610359
Piotr;LESZOŃSKI;Orzeszków-Kolonia;ulica Konduktorska;67;97;21.01.1989;89012193593
Mateusz;WASYLJEW;Dzwola;ulica Szpitalna;1;56;10.06.2000;00061088936
Patryk;KRZESZOWIAK;Rakówek;ulica Ścieżka;17;62;21.04.1910;10042122328
Wojciech;MSZAL;Wojszyn;ulica Włodzimierza Tetmajera;19;71;02.01.1936;36010284341
Tymon;KULISZCZAK;Jeleniec;ulica Wylot;18;81;01.08.1933;33080191142
Igor;SZYNKARUK;Chałupki;ulica Pelargonii;91;72;12.03.1941;41031233545
Krystian;KRZYWDZIK;Wiązówka;ulica Odblask;74;12;24.08.1917;17082425432
Hanna;ELIASSEN;Bachowice;ulica Jana Ostroroga;14;22;18.01.1997;97011864882
Marta;KOCHEN;Wronowice;ulica Mosiężna;54;60;07.06.1984;84060781814
Łucja;KARSAI-FLIS;Malinie;ulica Czarodzieja;54;75;26.04.1950;50042652827
Miłosz;ADAMIROWICZ;Sochaczew;ulica Oktawii;38;23;12.12.1914;14121211501
Amelia;SZUDEK;Dąbskie Holendry;ulica Zakładowa;30;14;18.12.1965;65121896774
Ewa;KUCMAN;Sobawiny;ulica Augustyna Locciego;57;1;04.09.1953;53090489266
Aleksandra;NGUYỄN VIẾT;Krasna Dąbrowa;ulica Laserowa;11;64;16.09.1939;39091661039
Blanka;BOKSZNAJDER;Kretówki;ulica Małowiejska;99;6;23.09.1978;78092358234
Michalina;MARCINKE;Hubki;ulica Ostaszewska;42;22;05.12.1920;20120575287
Aleksander;ROZIAK;Dobrzanówka;ulica Ojrzanowska;41;25;16.03.1941;41031627862
Małgorzata;DEMIANCHUK;Prałkowce;ulica Krakowiaków;92;80;30.05.1908;08053026844
Karolina;ŁOTYSZOJC;Podbagny;ulica Ceglana;50;76;25.01.1938;38012598300
Pola;RĄBLEWSKA;Dolany;ulica Kapucyńska;62;23;25.12.1931;31122521332
Hubert;FERKALUK;Leśnicki Młyn;ulica Mazura;37;62;17.10.1917;17101733145
Nina;KŁOPOTOWSKI;Herody;ulica Lipkowska;26;49;01.06.1983;83060122646
Nikodem;STRASBURGER-WARDA;Wilczyce;ulica Trenów;45;54;03.02.1967;67020319762
Kacper;ZOSCHKE;Brzeźnica;ulica Za Dębami;68;49;27.12.1986;86122714063
Aleksandra;BUGALSKA;Górsko;Rondo gen. Charles'a de Gaulle'a;10;27;30.01.1913;13013055595
Wiktoria;SVYRYDENKO;Ragusówka;ulica Stefana Korbońskiego;95;84;10.08.1906;06081073263
Ignacy;SCHNETZER;Gulczewo;ulica Dominiki;32;10;01.04.1923;23040195569
Aleksandra;JOHN-PAWNUK;Klepaczka;ulica Elektronowa;34;37;26.04.1968;68042639717
Dominik;LINKNER;Janówka;ulica Marsylska;16;62;13.02.1936;36021392678
Zuzanna;POPŁAWSKA-JÓŹWIAK;Podpiaski;ulica Ogrodowa;71;3;23.04.1986;86042362784
Antoni;RACZYŁŁO;Brańkówka;ulica Kakaowa;8;56;02.06.1919;19060294855
Kamil;UKOŁOW;Niwy;ulica Wycieczka;100;24;10.08.1974;74081028756
Dawid;SPIJAVCA;Las;ulica Kaskadowa;82;17;23.08.1915;15082387593
Franciszek;MELINSKY;Bończa;ulica Stefana Bobrowskiego;69;14;12.08.1976;76081293855
Izabela;PARLATO;Kalisz;ulica Małej Łąki;54;3;15.03.1992;92031516099
Kaja;TIMMERMANN;Jabłoń;ulica Tylna;47;41;22.03.1938;38032246679
Tymoteusz;ABUTAIMA;Hucisko;ulica Jana Nowaka-Jeziorańskiego;70;80;18.05.1975;75051838451
Jan;COHEN GLEISER;Zakrzówek;ulica Wjazdowa;45;19;04.08.1979;79080458401
Izabela;TRASZKIN;Dawidów;Skwer Anki Kowalskiej;92;35;17.07.1985;85071751588
Izabela;FORSZTYL;Malówka;ulica Emila Zoli;32;7;14.06.1991;91061441096
Szymon;DALOWSKI;Nowiny;ulica Serdeczna;62;92;02.02.1974;74020286287
Agata;WIELONKA;Zieleniewo;ulica Pabla Picassa;17;86;13.03.1947;47031346802
Paweł;HOVIN;Podkalenie;ulica Zygmunta Pawlaczyka;26;89;09.12.1931;31120975666
Iga;GRZĄZEK;Rowy;ulica Franciszka Ksawerego Dmochowskiego;9;39;29.09.2000;00092949865
Bartosz;LIEDOVSKOI;Desno;ulica Włodzicka;95;43;15.08.1912;12081593273
Aleksandra;DAKSZEWICZ;Czernichówek;Skwer Władysława Bartoszewskiego;42;100;09.04.1988;88040944362
Michalina;KURZAWA-ZGIET;Budy;ulica Jerzego;7;7;11.03.1950;50031145604
Magdalena;SZTEK;Wilczy Dół;ulica Goławicka;58;3;22.01.1940;40012273923
Emilia;ZDROJEK;Za Lasem;ulica Jana Kowalczyka;99;27;30.04.1999;99043094428
Laura;ZELENT PRADO;Stańkówka;ulica Lechitów;33;58;06.09.1999;99090678654
Marcel;JAKOŃCZUK;Borzechów;ulica Hefajstosa;53;8;28.01.1987;87012890460
Szymon;WAŁAZIŃSKI;Ludwin;ulica Łukowa;22;49;22.02.1949;49022265540
Martyna;HRABARCHUK;Mosty;ulica Parkingowa;63;32;06.12.1980;80120635828
Fabian;PETRUSIAK;Zaręby-Kromki;Aleja Tysiąclecia;10;25;18.04.1945;45041841224
Leon;ŽUKOVSKI;Zamłynie;ulica Ludwika Rydygiera;35;53;19.01.1919;19011928817
Zofia;SOW;Worów;ulica Analityczna;65;8;19.12.1934;34121949587
Stanisław;DZIABASZEWSKI;Młynek;ulica Anny German;11;76;03.07.1941;41070389446
Antonina;ZLATKOVSKA;Parzeńsko;ulica Obrazkowa;46;61;05.01.1986;86010548683
Nadia;SZYNKIELEWICZ;Kawno;ulica Gogolińska;18;33;14.06.1975;75061485490
Oskar;JUNGE;Granica;ulica Wojciecha Chrzanowskiego;85;99;23.11.1950;50112379350
Amelia;SIEDLEREWICZ;Szczerbin;ulica Duchnicka;70;32;19.03.1935;35031944989
Leon;PIGLO;Łączki;ulica Promenada;5;70;01.02.1916;16020187892
Jagoda;SENEJKÓW;Michałów;ulica Oraczy;15;4;19.08.1954;54081977121
Antoni;KUSZ;Huta Dolna;ulica Józefa i Jana Rostafińskich;93;32;13.03.1995;95031317469
Jan;WACHULEC;Piaski Górne;ulica Kartonowa;4;86;04.04.1968;68040431471
Tymon;GAWLYTTA;Masztalerze;ulica Bitwy pod Lenino;100;45;24.11.1976;76112461680
Łucja;PRIETZ;Krukawa;ulica Króżańska;97;34;19.10.1919;19101952289
Maria;BAŃDURA;Huta;ulica Hutnicza;63;87;10.01.2000;00011059019
Aleksander;SZMULAND;Choina;ulica Strawczyńska;23;70;03.03.1961;61030381614
Hubert;SLABKO;Błotka;ulica Kazimierza Szałasa;5;85;18.10.1937;37101884310
Filip;MIZIOŁEK;Zagóra;ulica Tadeusza Czackiego;11;25;15.08.1926;26081587245
Łucja;SKOŁYSZ;Węgrów;ulica Iłżecka;89;36;16.02.1934;34021687976
Błażej;SIUŁKA;Kołatka;ulica Augustyna Kordeckiego;61;24;14.06.1961;61061413377
Zofia;SIPKO;Władysławów;ulica Przy Bażantarni;27;100;27.11.1990;90112719588
Alicja;AGAFONOVA;Wilkowyja Poprzeczna;ulica Odolańska;15;12;22.02.1908;08022287347
Marcelina;POSTAREMCZAK;Burkaty;ulica Księcia Bolesława;99;77;16.01.1981;81011632844
Aleksander;SZERMACH;Helenów;ulica Jamesa Gordona Bennetta;91;1;14.08.1964;64081459043
Amelia;LEWUCHA;Bieździadów;ulica Cietrzewia;40;61;14.05.1916;16051467314
Anna;KOMANIECKA;Janklówka;ulica Angorska;63;41;14.11.1906;06111445094
Miłosz;FIGLEROWICZ;Zdania;ulica Przecławska;84;60;28.07.1943;43072885965
Marcelina;WANDSCHNEIDER;Stare Objezierze;ulica Wał Miedzeszyński;45;10;19.02.1961;61021916994
Pola;VYALYKH;Kuchnia;ulica Kośby;14;75;18.06.1950;50061850883
Hubert;PALJOCHA;W Dołach;ulica Mchów;11;85;30.10.1935;35103069974
Paweł;DRUMLAK;Plac;ulica Wojciecha Oczki;34;2;12.07.1991;91071268818
Marcin;KÜSTNER;Taciejów;ulica Wałbrzyska;89;96;21.02.1940;40022144140
Maciej;KOLUSZENKO;Mychów-Serwituty;ulica Grzywaczy;15;94;20.04.1941;41042054139
Katarzyna;BOHDZIAN;Folwark;ulica Nagłowicka;53;98;21.07.1991;91072191544
Blanka;VAZZA;Stara Wieś;ulica Hejnałowa;53;78;17.05.1953;53051717868
Pola;OSZASTOWSKA;Adamowo;ulica Kazimierza Jeżewskiego;38;83;07.08.1988;88080785705
Karolina;MAROCKA;Złotniki;Rondo Bratanków;28;13;26.03.1915;15032620436
Julian;SZAJNÓG;Podegrodzie;ulica Serocka;2;100;19.07.1992;92071938808
Hanna;ACEDOŃSKA;Banasie;ulica Romana Pazińskiego;16;13;29.01.1930;30012917926
Tymon;KOVTUNOVSKYI;Kwietnik;ulica Calineczki;53;61;14.01.1933;33011410177
Hanna;ZEMBALD;Świniuszka;ulica Piotra Michałowskiego;83;54;10.06.1955;55061087447
Sebastian;PIERSZALSKI;Jędraszki;ulica Wykusz;97;37;30.08.1920;20083041134
Ignacy;ALAWAMI;Koniec;ulica św. Teresy;25;76;15.03.1969;69031582861
Łukasz;ARŁUKOWICZ;Michalaki;ulica Gorzykowska;58;64;19.08.1947;47081914048
Fabian;HIRCZYN;Stanisławice;ulica Szymanowska;53;67;13.04.1942;42041361270
Milena;SMYCZENKO;Pod Wolą;Rondo Bratanków;39;73;14.04.1953;53041457633
Barbara;MARMOL;Harsz;ulica Początkowa;25;30;08.04.1917;17040870878
Magdalena;LEWAK-JAŚKOWSKA;Palmowo;ulica Sekwoi;32;29;09.07.1986;86070995197
Gabriel;POKUSY;Granów;ulica Krzywa;13;9;20.11.1931;31112094717
